id,code,name,breadcrumb,level,parent_code
10194,11.06.23.2004,"Lam Siem","Lam Siem, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10195,11.06.23.2005,"Cot Geundreut","Cot Geundreut, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10196,11.06.23.2006,"Paya Ue","Paya Ue, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10197,11.06.23.2007,"Cot Mon Raya","Cot Mon Raya, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10198,11.06.23.2008,"Cot Meulangeun","Cot Meulangeun, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10199,11.06.23.2009,"Cot Madhi","Cot Madhi, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10200,11.06.23.2010,"Bueng Sidom","Bueng Sidom, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10201,11.06.23.2011,"Cot Karieng","Cot Karieng, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10202,11.06.23.2012,"Kampung Blang","Kampung Blang, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10203,11.06.23.2013,"Cot Malem","Cot Malem, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10204,11.06.23.2014,"Cot Rumpun","Cot Rumpun, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10205,11.06.23.2015,"Cot Hoho","Cot Hoho, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10206,11.06.23.2016,"Cot Jambo","Cot Jambo, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10207,11.06.23.2017,"Cot Nambak","Cot Nambak, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10208,11.06.23.2018,"Bueng Pageu","Bueng Pageu, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10209,11.06.23.2019,"Cot Sayun","Cot Sayun, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10210,11.06.23.2020,"Teupin Batee","Teupin Batee, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10211,11.06.23.2021,"Cot Leuot","Cot Leuot, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10212,11.06.23.2022,"Cot Bagie","Cot Bagie, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10213,11.06.23.2023,"Kayee Kunyet","Kayee Kunyet, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10214,11.06.23.2024,"Cot Mancang","Cot Mancang, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10215,11.06.23.2025,"Empee Bata","Empee Bata, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10216,11.06.23.2026,"Data Makmur","Data Makmur, Blang Bintang, Kabupaten Aceh Besar, Aceh",6,11.06.23
10217,11.07.03.2001,"Dayah Tuha","Dayah Tuha, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10218,11.07.03.2002,"Dayah Baroh","Dayah Baroh, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10219,11.07.03.2003,"Bintang Hu","Bintang Hu, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10220,11.07.03.2004,"Pulo Tukok","Pulo Tukok, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10221,11.07.03.2005,"Pulo Bungong","Pulo Bungong, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10222,11.07.03.2006,"Geunteng Barat","Geunteng Barat, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10223,11.07.03.2007,"Geunteng Timur","Geunteng Timur, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10224,11.07.03.2008,"Calong Cut","Calong Cut, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10225,11.07.03.2009,"Glumpang Lhee","Glumpang Lhee, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10226,11.07.03.2010,Aron,"Aron, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10227,11.07.03.2011,Tuha,"Tuha, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10228,11.07.03.2012,Dayah,"Dayah, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10229,11.07.03.2013,Mesjid,"Mesjid, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10230,11.07.03.2014,Meucat,"Meucat, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10231,11.07.03.2015,"Teupin Raya","Teupin Raya, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10232,11.07.03.2016,Rungkom,"Rungkom, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10233,11.07.03.2017,Mee,"Mee, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10234,11.07.03.2018,"Pulo Pande","Pulo Pande, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10235,11.07.03.2019,Seulatan,"Seulatan, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10236,11.07.03.2020,"Alue Lada","Alue Lada, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10237,11.07.03.2021,"Teupin Jeue","Teupin Jeue, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10238,11.07.03.2022,Neuheun,"Neuheun, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10239,11.07.03.2023,Crueng,"Crueng, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10240,11.07.03.2024,Kareung,"Kareung, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10241,11.07.03.2025,Kulee,"Kulee, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10242,11.07.03.2026,Kulam,"Kulam, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10243,11.07.03.2027,Awe,"Awe, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10244,11.07.03.2028,"Pasi Beurandeh","Pasi Beurandeh, Batee, Kabupaten Pidie, Aceh",6,11.07.03
10245,11.07.04.2001,Tunong,"Tunong, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10246,11.07.04.2002,Raya,"Raya, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10247,11.07.04.2003,Daboh,"Daboh, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10248,11.07.04.2004,Cut,"Cut, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10249,11.07.04.2005,"Mesjid Reubee","Mesjid Reubee, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10250,11.07.04.2006,Tanjong,"Tanjong, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10251,11.07.04.2007,Geudong,"Geudong, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10252,11.07.04.2008,Reuntoh,"Reuntoh, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10253,11.07.04.2009,Reuba,"Reuba, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10254,11.07.04.2010,"Krueng Reubee","Krueng Reubee, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10255,11.07.04.2011,Neulop,"Neulop, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10256,11.07.04.2012,Glee,"Glee, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10257,11.07.04.2013,Kumbang,"Kumbang, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10258,11.07.04.2014,Buloh,"Buloh, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10259,11.07.04.2015,Bungo,"Bungo, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10260,11.07.04.2016,"Dayah Reubee","Dayah Reubee, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10261,11.07.04.2017,Jambee,"Jambee, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10262,11.07.04.2018,"Dayah Baro","Dayah Baro, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10263,11.07.04.2019,"Puuk Aree","Puuk Aree, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10264,11.07.04.2020,"Lhee Meunasah","Lhee Meunasah, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10265,11.07.04.2021,"Ulee Tutue Raya","Ulee Tutue Raya, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10266,11.07.04.2022,"Mesjid Aree","Mesjid Aree, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10267,11.07.04.2023,"Keutapang Aree","Keutapang Aree, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10268,11.07.04.2024,"Pantee Aree","Pantee Aree, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10269,11.07.04.2025,"Pulo Tunong","Pulo Tunong, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10270,11.07.04.2026,"Pulo Baroh Aree","Pulo Baroh Aree, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10271,11.07.04.2027,Keurumbok,"Keurumbok, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10272,11.07.04.2028,"Ceurih Blang Mee","Ceurih Blang Mee, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10273,11.07.04.2029,"Ceurih Kupula","Ceurih Kupula, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10274,11.07.04.2030,"Ceurih Alue","Ceurih Alue, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10275,11.07.04.2031,"Ceurih Cot","Ceurih Cot, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10276,11.07.04.2032,Seupeung,"Seupeung, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10277,11.07.04.2033,"Sukon Lhong","Sukon Lhong, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10278,11.07.04.2034,"Dayah Beuah","Dayah Beuah, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10279,11.07.04.2035,"Krueng Cot","Krueng Cot, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10280,11.07.04.2036,"Mesjid Beuah","Mesjid Beuah, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10281,11.07.04.2037,"Lueng Dama","Lueng Dama, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10282,11.07.04.2038,"Mesjid Bambong","Mesjid Bambong, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10283,11.07.04.2039,Ruseb,"Ruseb, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10284,11.07.04.2040,Sagoe,"Sagoe, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10285,11.07.04.2041,Seukeum,"Seukeum, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10286,11.07.04.2042,Pangoe,"Pangoe, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10287,11.07.04.2043,"Keutapang Bambong","Keutapang Bambong, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10288,11.07.04.2044,Metareum,"Metareum, Delima, Kabupaten Pidie, Aceh",6,11.07.04
10289,11.07.05.2001,Bangkeh,"Bangkeh, Geumpang, Kabupaten Pidie, Aceh",6,11.07.05
10290,11.07.05.2002,Pucok,"Pucok, Geumpang, Kabupaten Pidie, Aceh",6,11.07.05
10291,11.07.05.2004,Leupu,"Leupu, Geumpang, Kabupaten Pidie, Aceh",6,11.07.05
10292,11.07.05.2005,"Pulo Lhoih","Pulo Lhoih, Geumpang, Kabupaten Pidie, Aceh",6,11.07.05
10293,11.07.05.2006,Keune,"Keune, Geumpang, Kabupaten Pidie, Aceh",6,11.07.05
10294,11.07.06.2001,Simpang,"Simpang, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10295,11.07.06.2002,"Krueng Jangko","Krueng Jangko, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10296,11.07.06.2003,"Krueng Nyong","Krueng Nyong, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10297,11.07.06.2004,"Cot Baroh","Cot Baroh, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10298,11.07.06.2005,"Cot Tunong","Cot Tunong, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10299,11.07.06.2006,Bili,"Bili, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10300,11.07.06.2007,Panjoe,"Panjoe, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10301,11.07.06.2008,"Amud Mesjid","Amud Mesjid, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10302,11.07.06.2009,"Reudeup Meulayu","Reudeup Meulayu, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10303,11.07.06.2010,"Dayah Tanoh","Dayah Tanoh, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10304,11.07.06.2011,Mamplam,"Mamplam, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10305,11.07.06.2012,Balee,"Balee, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10306,11.07.06.2013,Kupula,"Kupula, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10307,11.07.06.2014,"Pulo Lueng Teuga","Pulo Lueng Teuga, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10308,11.07.06.2015,"Sukon Mesjid","Sukon Mesjid, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10309,11.07.06.2016,"Sukon Baroh","Sukon Baroh, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10310,11.07.06.2017,"Kruet Teumpeun","Kruet Teumpeun, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10311,11.07.06.2018,"Blang Drang","Blang Drang, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10312,11.07.06.2019,"Ude Gampong","Ude Gampong, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10313,11.07.06.2020,"Kayee Jatoe","Kayee Jatoe, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10314,11.07.06.2021,"Kampong Jeumpa","Kampong Jeumpa, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10315,11.07.06.2022,"Pulo Lon / Pulo Dayah","Pulo Lon / Pulo Dayah, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10316,11.07.06.2023,"Jurong Pande","Jurong Pande, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10317,11.07.06.2024,"Pulo Gajah Mate","Pulo Gajah Mate, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10318,11.07.06.2025,"Tufah Jeulatang","Tufah Jeulatang, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10319,11.07.06.2026,"Kumbang Keupula","Kumbang Keupula, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10320,11.07.06.2027,"Pulo Batee","Pulo Batee, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10321,11.07.06.2028,Meunjee,"Meunjee, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10322,11.07.06.2029,"Keutapang Mesjid","Keutapang Mesjid, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10323,11.07.06.2030,"Dayah Kp. Pisang","Dayah Kp. Pisang, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10324,11.07.06.2031,"Blang Tunong","Blang Tunong, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10325,11.07.06.2032,"Blang Pueb","Blang Pueb, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10326,11.07.06.2033,Lambaro,"Lambaro, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10327,11.07.06.2034,Neurok,"Neurok, Glumpang Tiga, Kabupaten Pidie, Aceh",6,11.07.06
10328,11.07.07.2001,"Tampieng Tunong","Tampieng Tunong, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10329,11.07.07.2002,"Tampieng Baroh","Tampieng Baroh, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10330,11.07.07.2003,"Dayah Caleue","Dayah Caleue, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10331,11.07.07.2004,Jurong,"Jurong, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10332,11.07.07.2005,Keutapang,"Keutapang, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10333,11.07.07.2006,"Dayah Keurako","Dayah Keurako, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10334,11.07.07.2007,"Mesjid Lam Ujong","Mesjid Lam Ujong, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10335,11.07.07.2008,"Baro Jruek","Baro Jruek, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10336,11.07.07.2009,"Yub Mee","Yub Mee, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10337,11.07.07.2010,"Raya Lhok Kaju","Raya Lhok Kaju, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10338,11.07.07.2011,"Pulo Gampong U","Pulo Gampong U, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10339,11.07.07.2012,"Pante Lhok Kaju","Pante Lhok Kaju, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10340,11.07.07.2014,"Sukon Tungkop","Sukon Tungkop, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10341,11.07.07.2015,"Rawa Tungkop","Rawa Tungkop, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10342,11.07.07.2016,"Mesjid Tungkop","Mesjid Tungkop, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10343,11.07.07.2017,"Dayah Muara Garot","Dayah Muara Garot, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10344,11.07.07.2018,"Pante Garot","Pante Garot, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10345,11.07.07.2019,"Garot Cut","Garot Cut, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10346,11.07.07.2020,Keubang,"Keubang, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10347,11.07.07.2021,"Blang Garot","Blang Garot, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10348,11.07.07.2022,Meulayu,"Meulayu, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10349,11.07.07.2023,"Tungkop Cut","Tungkop Cut, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10350,11.07.07.2024,Guci,"Guci, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10351,11.07.07.2025,"Teungoh Blang","Teungoh Blang, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10352,11.07.07.2026,"Mesjid Dijiem","Mesjid Dijiem, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10353,11.07.07.2027,"Sukon Ulee Gampong","Sukon Ulee Gampong, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10354,11.07.07.2028,Lamkabu,"Lamkabu, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10355,11.07.07.2029,"Ulee Birah","Ulee Birah, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10356,11.07.07.2030,"Mesjid Baro","Mesjid Baro, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10357,11.07.07.2031,Lamreuneung,"Lamreuneung, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10358,11.07.07.2032,"Cot Seukee","Cot Seukee, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10359,11.07.07.2033,Drien,"Drien, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10360,11.07.07.2034,Rumia,"Rumia, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10361,11.07.07.2035,Wakheuh,"Wakheuh, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10362,11.07.07.2036,"Baro Bluek","Baro Bluek, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10363,11.07.07.2037,"Mesjid Ulee Gampong","Mesjid Ulee Gampong, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10364,11.07.07.2038,"Dayah Bie","Dayah Bie, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10365,11.07.07.2039,"Balee Baroh Bluek","Balee Baroh Bluek, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10366,11.07.07.2040,Peutoe,"Peutoe, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10367,11.07.07.2041,"Blang Rapai","Blang Rapai, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10368,11.07.07.2042,"Neulop II","Neulop II, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10369,11.07.07.2043,"Baro Gapui","Baro Gapui, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10370,11.07.07.2044,"Balee Baroh Gapui","Balee Baroh Gapui, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10371,11.07.07.2045,"Glee Gapui","Glee Gapui, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10372,11.07.07.2046,"Teungoh Suwiek","Teungoh Suwiek, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10373,11.07.07.2047,"Mesjid Suwiek","Mesjid Suwiek, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10374,11.07.07.2048,"Tuha Suwiek","Tuha Suwiek, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10375,11.07.07.2049,Beureudep,"Beureudep, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10376,11.07.07.2050,"Blang Lhok Kaju","Blang Lhok Kaju, Indrajaya, Kabupaten Pidie, Aceh",6,11.07.07
10377,11.07.08.2001,"Jurong Balee","Jurong Balee, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10378,11.07.08.2002,"Aron Asan Kumbang","Aron Asan Kumbang, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10379,11.07.08.2003,Cebrek,"Cebrek, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10380,11.07.08.2004,"Jurong Mesjid","Jurong Mesjid, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10381,11.07.08.2005,"Meunasah Gantung","Meunasah Gantung, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10382,11.07.08.2006,"Babah Jurong","Babah Jurong, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10383,11.07.08.2007,Keupula,"Keupula, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10384,11.07.08.2008,"Meunasah Jareng","Meunasah Jareng, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10385,11.07.08.2009,Arusan,"Arusan, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10386,11.07.08.2010,"Tanjong Krueng","Tanjong Krueng, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10387,11.07.08.2011,Lancang,"Lancang, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10388,11.07.08.2012,"Pasi Lhok","Pasi Lhok, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10389,11.07.08.2013,Jeumeurang,"Jeumeurang, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10390,11.07.08.2014,Pusong,"Pusong, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10391,11.07.08.2015,Meuraksa,"Meuraksa, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10392,11.07.08.2016,"Kayee Panyang","Kayee Panyang, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10393,11.07.08.2017,Panjoe,"Panjoe, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10394,11.07.08.2018,Asan,"Asan, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10395,11.07.08.2019,"Meunasah Mesjid","Meunasah Mesjid, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10396,11.07.08.2020,"Meunasah Mee","Meunasah Mee, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10397,11.07.08.2021,"Meunasah Teungoh","Meunasah Teungoh, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10398,11.07.08.2022,"Pasi ie Leubeue","Pasi ie Leubeue, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10399,11.07.08.2023,"Keude ie Leubeue","Keude ie Leubeue, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10400,11.07.08.2024,"Meunasah Sukon","Meunasah Sukon, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10401,11.07.08.2025,"Meunasah Ara","Meunasah Ara, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10402,11.07.08.2026,"Meunasah Krueng","Meunasah Krueng, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10403,11.07.08.2027,"Krueng Dhoe","Krueng Dhoe, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10404,11.07.08.2028,"Meunasah Baro","Meunasah Baro, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10405,11.07.08.2029,Bentayan,"Bentayan, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10406,11.07.08.2030,"Meunasah Kandang","Meunasah Kandang, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10407,11.07.08.2031,Lamkawe,"Lamkawe, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10408,11.07.08.2032,Puuk,"Puuk, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10409,11.07.08.2033,Tanjong,"Tanjong, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10410,11.07.08.2034,"Dayah Blang","Dayah Blang, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10411,11.07.08.2035,"Dayah Mon Ara","Dayah Mon Ara, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10412,11.07.08.2036,Keureumbok,"Keureumbok, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10413,11.07.08.2037,"Meunasah Manyang","Meunasah Manyang, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10414,11.07.08.2038,"Matang Kuli","Matang Kuli, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10415,11.07.08.2039,Reung-Reung,"Reung-Reung, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10416,11.07.08.2040,Teumpeun,"Teumpeun, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10417,11.07.08.2041,"Blang Cut","Blang Cut, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10418,11.07.08.2042,Geuleumpang,"Geuleumpang, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10419,11.07.08.2043,"Aron Kuta Baro","Aron Kuta Baro, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10420,11.07.08.2044,Barat,"Barat, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10421,11.07.08.2045,Araih,"Araih, Kembang Tanjong, Kabupaten Pidie, Aceh",6,11.07.08
10422,11.07.09.2001,"Blang Paseh","Blang Paseh, Kota Sigli, Kabupaten Pidie, Aceh",6,11.07.09
10423,11.07.09.2002,Benteng,"Benteng, Kota Sigli, Kabupaten Pidie, Aceh",6,11.07.09
